ASSETNUM;NUM_DTO;NUM_BARRIO;CODIGO_ESPECIE;PERIMETRO;NUM_PARQUE;ALTURA_TOTAL;edad_arbol;estado_sanitario;riesgo_caida;necesidad_poda;fecha_ultima_poda;coste_mantenimiento
9345722;1;16;PAR;18;0;5;12;SANO;BAJO;0;2025-10-10;34.06
9387191;1;15;HSY;18;0;4;4;SANO;BAJO;0;2025-07-15;37.74
9928318;1;15;LJA;18;0;4;12;SANO;BAJO;0;2025-04-28;38.25
9861007;3;35;TIP;18;1;2;8;SANO;BAJO;0;2025-09-25;10.76
9706198;18;181;CSE;18;27;3;10;SANO;BAJO;0;2025-03-31;66.96
9706414;18;181;GTR;18;27;5;19;SANO;BAJO;0;2025-05-15;71.74
9860360;3;35;CDE;18;1;3;8;SANO;BAJO;0;2025-11-21;39.71
9861077;3;35;CSI;18;1;3;12;SANO;BAJO;1;2025-04-23;74.76
9860367;3;35;CAT;18;1;3;5;SANO;BAJO;1;2022-03-01;92.34
1562975;5;51;PCY;18;0;5;12;SANO;BAJO;0;2025-10-01;40.84
9860667;3;35;AHI;18;1;3;12;SANO;BAJO;1;2024-06-04;65.4
9860797;3;35;AHI;18;1;4;14;SANO;BAJO;0;2025-07-23;44.03
9435670;5;52;PPI;18;0;2;6;SANO;BAJO;0;2025-04-09;33.59
9435671;5;52;PPI;18;0;2;20;SANO;BAJO;0;2025-07-29;25.78
9862200;3;35;CSI;18;1;2;12;SANO;BAJO;0;2025-07-23;22.03
1692131;4;44;PSE;18;0;3;18;SANO;BAJO;0;2025-02-20;47.54
9860416;3;35;SJA;18;1;3;13;SANO;BAJO;0;2025-03-04;32.96
9706532;18;181;MAL;18;27;4;17;SANO;BAJO;0;2025-11-21;40.55
9706519;18;181;MAL;18;27;4;11;SANO;BAJO;0;2025-02-01;43.55
9705861;18;181;GTR;18;27;7;20;SANO;BAJO;0;2025-01-14;59.83
9861344;3;35;PNI;18;1;3;12;SANO;BAJO;0;2025-06-27;28.56
9861220;3;35;CAT;18;1;4;8;SANO;BAJO;0;2025-09-11;46.33
9861513;3;35;URE;18;1;3;9;SANO;BAJO;0;2025-03-21;35.22
9861522;3;35;URE;18;1;3;16;SANO;BAJO;0;2025-12-06;42.06
9861074;3;35;APS;18;1;3;5;SANO;BAJO;0;2025-08-25;34.81
9861436;3;35;CAT;18;1;4;11;SANO;BAJO;0;2024-12-18;46.34
9861549;3;35;URE;18;1;3;9;SANO;BAJO;0;2025-01-03;40.92
1562718;5;54;AMO;18;0;5;7;SANO;BAJO;0;2025-01-20;16.79
9861561;3;35;URE;18;1;3;8;SANO;BAJO;0;2025-05-16;62.97
9862209;3;35;CSI;18;1;2;13;SANO;BAJO;0;2025-06-03;19.49
9862214;3;35;CSI;18;1;2;16;SANO;BAJO;1;2023-08-30;101.41
9862217;3;35;CSI;18;1;2;5;SANO;BAJO;0;2025-06-18;18.34
9861180;3;35;TDI;18;1;5;15;SANO;BAJO;0;2025-05-12;50.46
1692211;4;44;PSE;18;0;3;9;SANO;BAJO;1;2022-01-08;72.65
9862578;3;35;AHI;18;1;4;19;SANO;BAJO;0;2025-05-31;42.39
9862576;3;35;PPI;18;1;3;5;SANO;BAJO;0;2025-08-06;41.94
1693088;4;44;PSE;18;0;3;13;SANO;BAJO;0;2025-11-09;56.97
9860734;3;35;GTR;18;1;3;18;SANO;BAJO;1;2023-06-23;90.38
9860769;3;35;PAR;18;1;3;8;SANO;BAJO;1;2023-01-09;108.24
9861423;3;35;MFL;18;1;3;15;SANO;BAJO;0;2025-07-18;36.03
9860802;3;35;PAR;18;1;3;15;SANO;BAJO;0;2025-04-11;30.23
9860820;3;35;ACA;18;1;3;12;SANO;BAJO;0;2025-09-18;33.87
9861456;3;35;MFL;18;1;3;7;SANO;BAJO;0;2025-03-27;39.58
9860833;3;35;ACA;18;1;3;14;SANO;BAJO;0;2025-08-14;44.39
9861463;3;35;MFL;18;1;3;11;SANO;BAJO;1;2023-12-03;62.51
9860993;3;35;MFL;18;1;4;11;SANO;BAJO;0;2025-12-17;52.42
9860862;3;35;AHI;18;1;3;11;SANO;BAJO;0;2025-05-05;36.37
9860874;3;35;ZECA;18;1;3;11;SANO;BAJO;0;2025-03-19;33.27
9861293;3;35;QRO;18;1;3;13;SANO;BAJO;1;2024-10-28;77.21
9435686;5;52;PTO;18;0;6;22;SANO;BAJO;0;2025-10-05;45.25
9435687;5;52;PTO;18;0;6;17;SANO;BAJO;0;2025-01-26;72.57
9435676;5;52;ARU;18;0;6;19;SANO;BAJO;0;2025-04-16;40.13
9435677;5;52;ARU;18;0;6;18;SANO;BAJO;0;2025-08-15;56.62
9435679;5;52;ARU;18;0;6;24;SANO;BAJO;0;2025-04-13;58.78
9435681;5;52;ARU;18;0;6;23;SANO;BAJO;0;2025-07-30;63.07
9860774;3;35;PAR;18;1;3;10;SANO;BAJO;0;2025-03-19;64.17
9861428;3;35;MFL;18;1;3;12;SANO;BAJO;0;2025-01-14;47.5
9861357;3;35;ACA;18;1;6;19;SANO;BAJO;0;2025-09-16;48.15
9861440;3;35;MFL;18;1;3;9;SANO;BAJO;0;2025-10-28;14.75
9860840;3;35;PAV;18;1;4;17;SANO;BAJO;0;2025-10-12;44.11
9861450;3;35;MFL;18;1;3;9;SANO;BAJO;0;2025-02-12;42.18
9861004;3;35;MFL;18;1;4;10;SANO;BAJO;1;2023-09-08;83.39
9860838;3;35;CSI;18;1;3;8;SANO;BAJO;0;2024-12-17;48.88
9860850;3;35;GBI;18;1;3;12;SANO;BAJO;0;2025-10-12;22.42
10049782;13;136;CLS;18;0;5;18;SANO;BAJO;1;2024-08-26;76.93
2080550;2;22;AMO;18;0;5;11;SANO;BAJO;0;2025-08-12;28.54
9861299;3;35;QRO;18;1;3;8;SANO;BAJO;0;2025-08-11;66.88
9861305;3;35;QRO;18;1;3;14;SANO;BAJO;0;2025-01-25;50.34
9861311;3;35;QRO;18;1;3;5;SANO;BAJO;0;2025-03-28;24.42
9435689;5;52;PTO;18;0;6;17;SANO;BAJO;0;2025-07-24;57.63
9435690;5;52;PTO;18;0;6;17;SANO;BAJO;1;2025-02-05;79.74
9706865;18;181;MAL;18;27;3;15;SANO;BAJO;0;2025-02-16;48.78
9861396;3;35;APS;18;1;3;17;SANO;BAJO;0;2025-04-16;46.37
1730497;6;65;PCP;18;0;4;7;SANO;BAJO;1;2022-06-02;93.95
9345741;6;63;CAU;18;0;4;15;SANO;BAJO;1;2024-10-24;99.74
9371048;6;62;ACA;18;0;5;13;SANO;BAJO;0;2025-03-20;31.96
9880009;6;64;MEA;18;0;5;26;SANO;BAJO;0;2025-01-30;62.76
9706834;18;181;CSE;18;27;4;13;SANO;BAJO;1;2024-12-29;102.71
5613190;4;43;LLU;18;4;4;18;SANO;BAJO;1;2022-01-14;88.65
9861424;3;35;APS;18;1;3;16;SANO;BAJO;0;2025-10-19;50.5
9862067;3;35;CSI;18;1;2;6;SANO;BAJO;0;2025-05-16;29.35
9861548;3;35;AHI;18;1;5;17;SANO;BAJO;0;2025-02-14;50.75
9861490;3;35;URE;18;1;3;7;SANO;BAJO;0;2025-05-31;12.61
9862104;3;35;CSI;18;1;2;9;SANO;BAJO;0;2025-03-04;27.54
5613665;4;43;AHI;18;4;5;17;SANO;BAJO;0;2025-02-23;60.08
5616286;4;43;TIC;18;4;12;39;REGULAR;MEDIO;0;2025-01-27;129.89
5121386;2;22;AMO;18;0;5;17;SANO;BAJO;0;2025-11-18;53.1
9862079;3;35;CSI;18;1;2;4;SANO;BAJO;0;2025-10-11;54.93
9861476;3;35;URE;18;1;3;14;SANO;BAJO;0;2024-11-20;37.92
9861554;3;35;AHI;18;1;5;7;SANO;BAJO;0;2025-06-29;29.82
9947976;12;121;MEA;18;0;5;20;SANO;BAJO;0;2024-11-17;43.4
9862088;3;35;CSI;18;1;2;4;SANO;BAJO;0;2024-12-13;23.27
9862094;3;35;CSI;18;1;2;8;SANO;BAJO;1;2024-11-19;87.61
9861572;3;35;GIS;18;1;5;14;SANO;BAJO;0;2025-04-26;53.65
9862099;3;35;CSI;18;1;2;11;SANO;BAJO;0;2025-10-12;43.31
9861577;3;35;GIS;18;1;5;14;SANO;BAJO;0;2025-06-09;46.41
9861582;3;35;GIS;18;1;5;18;SANO;BAJO;0;2025-10-06;63.65
9861617;3;35;URE;18;1;3;1;SANO;BAJO;0;;10.68
9862188;3;35;CSI;18;1;2;16;SANO;BAJO;0;2025-08-11;20.81
9943045;7;75;KPA;18;0;5;11;SANO;BAJO;0;2025-05-02;42.03
9383118;7;75;HSY;18;0;3;9;SANO;BAJO;0;2025-07-05;28.26
9383101;7;75;HSY;18;0;3;17;SANO;BAJO;1;2024-02-24;103.23
9943060;7;71;LJA;18;0;4;20;SANO;BAJO;0;2025-08-25;28.59
9947396;7;75;HSY;18;0;5;18;SANO;BAJO;1;2022-03-11;84.86
9943050;7;71;LJA;18;0;4;15;SANO;BAJO;0;2025-11-30;47.87
9947399;7;75;HSY;18;0;5;13;SANO;BAJO;0;2025-01-28;43.86
9862160;3;35;CSI;18;1;2;1;SANO;BAJO;0;2024-11-19;27.23
9862165;3;35;CSI;18;1;2;8;SANO;BAJO;0;2025-07-20;29.28
9861580;3;35;URE;18;1;3;14;SANO;BAJO;0;2025-12-04;49.71
9862178;3;35;CSI;18;1;2;6;SANO;BAJO;0;2025-11-07;32.93
9860593;3;35;SJA;18;1;4;11;SANO;BAJO;0;2025-10-15;40.01
9861588;3;35;URE;18;1;3;13;SANO;BAJO;0;2024-12-29;62.26
9861600;3;35;URE;18;1;3;16;SANO;BAJO;0;2025-05-16;39.18
1771916;16;164;PDA;18;0;4;10;SANO;BAJO;0;2024-12-19;45.53
1810703;16;166;PYSP;18;0;4;15;SANO;BAJO;1;2025-04-27;99.08
1656018;7;73;RPS;18;0;4;7;SANO;BAJO;0;2025-04-16;51.37
9861685;3;35;URE;18;1;3;19;SANO;BAJO;0;2025-07-07;54.94
2015386;8;84;PCY;18;0;6;16;SANO;BAJO;0;2025-11-28;31.41
2020101;8;86;PCP;18;0;4;10;SANO;BAJO;0;2025-06-05;59.12
9862388;3;35;PAV;18;1;3;14;SANO;BAJO;0;2025-04-21;59.97
2142961;9;91;SJA;18;0;4;13;SANO;BAJO;0;2025-04-01;43.53
9862365;3;35;PCL;18;1;2;1;SANO;BAJO;0;2025-03-04;40.72
9862396;3;35;PAV;18;1;3;11;SANO;BAJO;0;2024-12-28;46.53
9706907;18;181;GTR;18;27;5;17;SANO;BAJO;0;2024-12-25;31.17
9954922;16;165;FAN;18;0;4;17;SANO;BAJO;1;2025-02-10;118.58
9861805;3;35;PAB;18;1;3;13;SANO;BAJO;0;2025-03-23;42.29
9862404;3;35;PAV;18;1;3;8;SANO;BAJO;0;2025-05-22;34.17
9861810;3;35;PAB;18;1;3;14;SANO;BAJO;0;2025-05-28;23.63
9862409;3;35;PAV;18;1;3;13;SANO;BAJO;0;2025-07-18;41.09
9862415;3;35;PAV;18;1;3;10;SANO;BAJO;0;2025-02-21;36.95
9861824;3;35;PDA;18;1;3;10;SANO;BAJO;1;2023-04-11;87.74
9862433;3;35;PCP;18;1;4;18;SANO;BAJO;0;2025-07-25;40.61
9861880;3;35;CDE;18;1;3;15;SANO;BAJO;0;2025-11-12;20.17
9861851;3;35;PDA;18;1;3;15;SANO;BAJO;0;2025-05-21;15.07
9861855;3;35;PDA;18;1;3;11;SANO;BAJO;0;2025-10-12;18.45
1726908;2;23;AJU;18;0;3;6;SANO;BAJO;0;2025-01-01;13.83
1726909;2;23;AJU;18;0;3;23;SANO;BAJO;0;2025-07-15;58.08
1815586;2;21;LJA;18;0;4;10;SANO;BAJO;0;2025-04-07;17.92
1726351;2;23;LST;18;0;3;13;SANO;BAJO;0;2025-07-16;42.86
9861049;3;35;PAB;18;1;3;16;SANO;BAJO;1;2022-11-18;78.59
2150770;7;76;CAU;18;0;5;16;SANO;BAJO;0;2024-12-08;55.08
9862535;3;35;SAU;18;1;2;13;SANO;BAJO;0;2024-12-18;35.82
7859815;16;163;PAR;18;0;4;18;SANO;BAJO;0;2025-02-12;24.79
2035432;4;44;BPU;18;0;3;10;SANO;BAJO;0;2024-12-27;28.35
2046498;3;33;CSE;18;0;3;12;SANO;BAJO;0;2025-05-22;43.19
1906179;16;166;CLE;18;0;4;9;SANO;BAJO;0;2025-01-02;18.16
1903276;16;166;ULX;18;0;4;9;SANO;BAJO;1;2024-09-17;76.98
2055177;3;33;CLE;18;0;4;9;SANO;BAJO;0;2025-10-25;43.93
2118278;8;86;POS;18;0;5;14;SANO;BAJO;0;2025-03-11;48.21
2001610;8;87;AHI;18;0;3;5;SANO;BAJO;0;2025-03-02;35.11
2128474;8;86;PCP;18;0;5;15;SANO;BAJO;0;2025-06-03;53.72
1904413;16;166;UPM;18;0;4;15;SANO;BAJO;0;2025-07-27;37.54
2075451;3;34;SJA;18;0;3;10;SANO;BAJO;0;2025-01-20;38.14
2076500;3;34;SJA;18;0;4;9;SANO;BAJO;1;2023-11-10;82.24
2080564;3;33;CSE;18;0;4;15;SANO;BAJO;0;2025-02-04;45.64
9706655;18;181;ACA;18;27;5;20;SANO;BAJO;0;2025-04-05;50.93
9735373;9;92;QIL;18;26;5;16;SANO;BAJO;0;2025-08-24;52.48
9706675;18;181;ACA;18;27;4;7;SANO;BAJO;0;2025-02-28;10.47
9706676;18;181;MAL;18;27;4;17;SANO;BAJO;0;2025-08-26;53.23
2002424;13;131;CAU;18;0;4;15;SANO;BAJO;0;2025-03-30;53.24
2002571;13;131;FAN;18;0;5;20;SANO;BAJO;0;2025-04-05;26.06
1616659;5;56;SJA;18;0;4;18;SANO;BAJO;0;2025-02-05;53.22
9484096;8;84;QRO;18;0;4;16;SANO;BAJO;0;2025-05-12;40.52
9735055;1;11;CSI;18;26;5;12;SANO;BAJO;0;2025-04-06;44.18
9735281;9;92;CSI;18;26;4;10;SANO;BAJO;0;2025-06-14;37.46
9861505;3;35;AHI;18;1;2;13;SANO;BAJO;0;2025-04-15;34.52
9707335;18;181;QIL;18;27;4;12;SANO;BAJO;0;2025-01-11;44.97
9861516;3;35;AHI;18;1;2;6;SANO;BAJO;0;2025-08-19;40.17
1615781;5;56;CAU;18;0;4;9;SANO;BAJO;0;2025-08-08;47.0
9861511;3;35;AHI;18;1;2;2;SANO;BAJO;1;;99.64
9860886;3;35;PNI;18;1;3;15;SANO;BAJO;0;2025-06-17;42.15
1625037;5;55;SJA;18;0;3;11;SANO;BAJO;0;2025-05-09;34.31
1624480;5;55;SJA;18;0;3;4;SANO;BAJO;0;2025-08-12;58.2
1936081;16;165;PDA;18;0;4;12;SANO;BAJO;0;2025-01-27;32.37
1633312;5;51;SJA;18;0;4;10;SANO;BAJO;0;2025-05-02;39.78
1810483;16;166;TIP;18;0;4;13;SANO;BAJO;0;2024-12-27;45.36
1625446;5;53;CAU;18;0;4;15;SANO;BAJO;0;2025-03-27;51.99
5122501;9;91;LST;18;0;5;18;SANO;BAJO;0;2025-07-06;49.73
5122504;9;91;FRX;18;0;6;18;SANO;BAJO;0;2025-10-27;50.44
5122513;9;91;FAN;18;0;7;19;SANO;BAJO;0;2025-09-30;41.96
5122514;9;91;AHI;18;0;4;10;SANO;BAJO;1;2024-04-02;84.39
5122520;9;91;AMO;18;0;5;15;SANO;BAJO;0;2025-10-20;31.24
5122530;9;91;GTR;18;0;4;21;SANO;BAJO;0;2025-08-31;43.81
9215877;7;75;CSI;18;0;3;8;SANO;BAJO;0;2025-08-05;22.37
9707401;18;181;ACA;18;27;4;9;SANO;BAJO;0;2025-03-01;66.95
1638106;5;51;PDA;18;0;4;14;SANO;BAJO;1;2023-01-28;87.69
1634753;5;51;SJA;18;0;4;18;SANO;BAJO;0;2025-09-18;54.09
2158361;8;86;MNI;18;0;5;28;REGULAR;BAJO;0;2025-05-16;101.19
1632178;5;53;PCP;18;0;4;18;SANO;BAJO;0;2025-08-02;34.53
1900994;16;166;UPM;18;0;4;24;SANO;BAJO;0;2025-06-14;57.84
1644878;5;51;GTR;18;0;7;16;SANO;BAJO;1;2023-11-20;107.4
10052330;3;35;SAU;18;1;2;15;SANO;BAJO;0;2025-08-18;40.97
10052353;3;35;CAT;18;1;3;3;SANO;BAJO;0;2025-01-20;10.0
10052439;3;35;PDA;18;1;6;14;SANO;BAJO;0;2025-10-12;34.98
1641349;5;51;MEA;18;0;4;15;SANO;BAJO;0;2025-03-21;40.91
9836806;16;166;SJA;18;0;4;9;SANO;BAJO;0;2025-05-22;38.47
1903906;16;166;CSE;18;0;3;13;SANO;BAJO;1;2022-06-14;77.21
1551551;21;214;SJA;17;0;3;1;SANO;BAJO;1;;59.38
9370588;15;153;GTRK;17;0;4;11;SANO;BAJO;0;2025-05-15;46.51
2139098;6;63;CAU;17;0;5;19;SANO;BAJO;0;2025-07-14;59.07
2204937;20;206;PCP;17;0;4;13;SANO;BAJO;1;2022-03-12;104.52
10050840;16;166;CSI;17;0;5;17;SANO;BAJO;0;2024-11-14;34.85
9845877;3;35;GBI;17;1;5;10;SANO;BAJO;1;2022-10-07;65.89
9845885;3;35;GBI;17;1;5;17;SANO;BAJO;0;2025-08-03;92.37
9846792;3;35;GBI;17;1;5;13;SANO;BAJO;0;2024-12-12;35.94
2015094;20;206;PCP;17;0;4;16;SANO;BAJO;0;2025-05-27;27.17
1809635;16;166;TIP;17;0;5;9;SANO;BAJO;0;2025-11-12;42.18
2156526;16;166;CDE;17;0;5;12;SANO;BAJO;0;2025-11-07;35.94
2156344;21;214;CDE;17;0;5;17;SANO;BAJO;0;2025-06-16;56.71
1809547;16;166;CAU;17;0;6;13;SANO;BAJO;0;2025-08-02;63.37
1809550;16;166;CAU;17;0;5;16;SANO;BAJO;0;2025-04-15;64.0
2156539;16;166;CDE;17;0;5;11;SANO;BAJO;0;2025-08-25;82.06
2156540;16;166;CDE;17;0;5;17;SANO;BAJO;0;2025-01-02;29.74
1809508;16;166;CAU;17;0;4;8;SANO;BAJO;0;2025-04-06;16.91
1809640;16;166;CAU;17;0;4;5;SANO;BAJO;0;2025-07-08;56.99
2156296;16;166;CDE;17;0;5;16;SANO;BAJO;0;2025-09-03;48.01
2156376;16;166;CDE;17;0;5;18;SANO;BAJO;0;2025-09-01;56.33
5726152;9;91;PDA;17;2;7;20;SANO;BAJO;0;2025-09-25;56.93
2016066;8;88;POC;17;0;4;11;SANO;BAJO;1;2024-05-30;97.2
5122486;9;91;QRO;17;0;5;11;SANO;BAJO;0;2025-08-03;34.96
1983460;8;88;TIC;17;0;4;5;SANO;BAJO;0;2025-06-20;26.05
5263638;16;166;MSS;17;15;5;9;SANO;BAJO;0;2025-08-31;10.0
1729143;4;42;SJA;17;0;6;15;SANO;BAJO;0;2025-09-30;47.2
9846009;3;35;PDA;17;1;6;25;SANO;BAJO;0;2025-10-28;50.52
9846017;3;35;PDA;17;1;6;18;SANO;BAJO;0;2024-11-22;56.63
9925506;7;75;ARE;17;0;4;17;SANO;BAJO;0;2025-10-29;49.96
9925504;7;75;ARE;17;0;4;9;SANO;BAJO;1;2023-11-13;95.27
9925501;7;75;ARE;17;0;4;15;SANO;BAJO;1;2022-10-03;82.56
9846021;3;35;GBI;17;1;5;16;SANO;BAJO;1;2023-07-24;110.12
5725100;9;91;ANE;17;2;4;17;SANO;BAJO;0;2025-08-16;44.35
9127759;1;13;LJV;17;0;4;13;SANO;BAJO;1;2024-03-13;85.84
6963336;1;13;PDA;17;0;4;13;SANO;BAJO;0;2025-08-26;45.05
5713248;9;91;PNI;17;2;6;16;SANO;BAJO;0;2024-12-22;44.6
5722320;9;91;PCP;17;2;3;11;SANO;BAJO;0;2025-03-23;38.92
5725323;9;91;PPI;17;2;3;14;SANO;BAJO;0;2025-07-22;63.3
1658426;1;14;LJA;17;0;4;12;SANO;BAJO;0;2025-08-02;30.9
5701095;9;91;LJA;17;2;5;20;SANO;BAJO;1;2022-01-25;111.72
9034200;1;14;LJA;17;0;3;12;SANO;BAJO;0;2025-01-01;30.27
10038175;12;123;CAU;17;0;0;1;SANO;BAJO;0;2025-10-22;42.37
2181110;9;91;PCP;17;0;4;19;SANO;BAJO;0;2024-12-29;26.45
10038179;12;123;CAU;17;0;0;1;SANO;BAJO;0;;11.06
10038177;12;123;CAU;17;0;0;2;SANO;BAJO;0;;37.78
9366507;16;166;CAU;17;15;4;12;SANO;BAJO;0;2025-01-27;37.76
10038631;12;123;CAU;17;0;0;1;SANO;BAJO;1;;61.88
2180959;9;91;SJA;17;0;5;10;SANO;BAJO;0;2025-07-03;45.22
9057812;4;44;PYC;17;0;7;19;SANO;BAJO;0;2025-10-14;51.7
9379634;16;166;PTO;17;15;5;16;SANO;BAJO;0;2025-09-07;67.32
5264540;16;166;CSI;17;15;4;14;SANO;BAJO;0;2025-01-30;46.77
9221944;10;104;MEA;17;0;3;15;SANO;BAJO;0;2025-05-19;51.24
5266678;16;166;KPA;17;15;3;10;SANO;BAJO;0;2025-08-23;30.56
5265847;16;166;CYO;17;15;2;12;SANO;BAJO;0;2025-06-07;42.07
5266426;16;166;CAU;17;15;4;21;SANO;BAJO;1;2022-05-16;88.06
5266954;16;166;CAU;17;15;5;19;SANO;BAJO;1;2022-08-05;87.46
10033813;16;166;KPA;17;15;5;18;SANO;BAJO;0;2025-06-05;29.01
10033798;16;166;KPA;17;15;4;7;SANO;BAJO;0;2025-04-24;33.9
1606708;8;81;CAU;17;0;6;18;SANO;BAJO;0;2024-12-10;39.35
9851003;3;35;GTR;17;1;5;13;SANO;BAJO;0;2025-06-03;34.72
9852789;3;35;CMO;17;1;5;12;SANO;BAJO;0;2025-07-26;61.14
9853576;3;35;CSI;17;1;3;6;SANO;BAJO;0;2025-09-30;21.01
10053989;16;166;PAR;17;15;5;5;SANO;BAJO;0;2025-08-06;28.47
10053991;16;166;PAR;17;15;5;12;SANO;BAJO;0;2025-06-20;47.54
9366489;16;166;LST;17;15;5;14;SANO;BAJO;0;2025-11-01;28.03
5704372;9;91;CAU;17;2;8;22;SANO;BAJO;0;2025-07-18;33.81
9856148;3;35;CYO;17;1;2;11;SANO;BAJO;0;2025-04-27;37.11
5266565;16;166;KPA;17;15;4;14;SANO;BAJO;0;2025-07-02;51.67
5264135;16;166;CAU;17;15;6;11;SANO;BAJO;0;2025-01-09;53.41
10033991;16;166;CAU;17;15;6;11;SANO;BAJO;0;2025-03-08;11.47
5264937;16;166;TAF;17;15;3;4;SANO;BAJO;0;2025-09-14;36.76
5264930;16;166;TAF;17;15;3;6;SANO;BAJO;0;2025-06-08;31.94
5266840;16;166;KPA;17;15;4;14;SANO;BAJO;0;2025-10-21;24.58
10034274;16;166;FAN;17;15;5;16;SANO;BAJO;0;2025-07-04;64.45
5724505;9;91;SJA;17;2;5;16;SANO;BAJO;0;2025-03-18;40.4
5724463;9;91;PNI;17;2;8;30;SANO;BAJO;0;2025-08-17;73.08
5263661;16;166;MSS;17;15;5;22;SANO;BAJO;0;2025-01-04;65.72
9857260;3;35;ANP;17;1;5;7;SANO;BAJO;0;2025-07-14;32.25
9857275;3;35;ANP;17;1;5;18;SANO;BAJO;0;2025-08-01;48.61
9857193;3;35;ANP;17;1;4;17;SANO;BAJO;1;2022-07-17;107.02
9857281;3;35;ANP;17;1;5;18;SANO;BAJO;1;2025-02-06;97.54
9857287;3;35;ANP;17;1;4;10;SANO;BAJO;0;2025-02-01;18.42
9974407;16;166;QIL;17;16;3;13;SANO;BAJO;0;2024-11-14;27.93
9974620;16;166;PHA;17;16;2;13;SANO;BAJO;0;2025-10-28;34.88
9973988;16;166;QPY;17;16;3;17;SANO;BAJO;0;2024-12-22;56.55
9974002;16;166;QPY;17;16;3;6;SANO;BAJO;0;2025-10-16;30.78
9974070;16;166;PHA;17;16;3;4;SANO;BAJO;0;2025-04-11;10.0
9974000;16;166;QIL;17;16;5;14;SANO;BAJO;1;2022-01-15;82.12
9974172;16;166;PHA;17;16;2;5;SANO;BAJO;0;2024-12-07;53.71
9974195;16;166;PHA;17;16;2;3;SANO;BAJO;0;2025-02-08;45.74
9179122;16;166;LJA;17;15;5;6;SANO;BAJO;0;2025-04-08;16.27
9179308;16;166;FAN;17;15;5;19;SANO;BAJO;1;2022-07-09;95.13
5263656;16;166;MSS;17;15;5;11;SANO;BAJO;0;2025-11-28;30.49
5261951;16;166;CAU;17;15;4;13;SANO;BAJO;0;2024-12-15;49.94
5264932;16;166;TAF;17;15;3;4;SANO;BAJO;0;2025-07-02;47.01
5263641;16;166;MSS;17;15;5;21;SANO;BAJO;0;2025-05-06;54.9
9975453;16;166;PHA;17;16;2;7;SANO;BAJO;0;2025-02-28;53.81
9974213;16;166;PHA;17;16;3;8;SANO;BAJO;0;2025-11-24;21.66
9974208;16;166;PHA;17;16;2;12;SANO;BAJO;0;2025-11-04;16.7
9974436;16;166;QIL;17;16;5;19;SANO;BAJO;0;2025-02-13;46.57
9974925;16;166;QIL;17;16;4;11;SANO;BAJO;0;2025-12-11;38.92
9975235;16;166;QPY;17;16;3;5;SANO;BAJO;0;2025-09-20;15.2
9975203;16;166;QIL;17;16;4;9;SANO;BAJO;0;2025-04-14;26.3
9975457;16;166;PHA;17;16;2;7;SANO;BAJO;0;2025-04-28;33.23
9975302;16;166;QIL;17;16;4;15;SANO;BAJO;0;2024-12-01;20.79
9975398;16;166;PHA;17;16;2;12;SANO;BAJO;0;2025-10-19;25.41
9975110;16;166;QIL;17;16;2;12;SANO;BAJO;1;2023-03-30;91.01
9683661;16;166;AII;17;16;0;3;SANO;BAJO;0;2025-09-13;47.86
9683653;16;166;AII;17;16;0;1;SANO;BAJO;0;;36.61
5261860;16;166;KPA;17;15;3;9;SANO;BAJO;0;2025-09-11;44.43
5266806;16;166;KPA;17;15;4;15;SANO;BAJO;0;2025-11-20;47.27
5263650;16;166;MSS;17;15;5;16;SANO;BAJO;0;2025-09-07;48.31
9974241;16;166;PHA;17;16;3;14;SANO;BAJO;1;2023-10-06;82.43
9683620;16;166;AII;17;16;0;2;SANO;BAJO;0;;29.1
9683628;16;166;AII;17;16;0;2;SANO;BAJO;0;2025-01-05;10.0
9683634;16;166;AII;17;16;0;5;SANO;BAJO;0;2024-11-25;16.85
9683652;16;166;AII;17;16;0;1;SANO;BAJO;0;2025-10-31;10.0
9683654;16;166;AII;17;16;0;1;SANO;BAJO;0;2025-01-21;26.71
9683649;16;166;AII;17;16;0;5;SANO;BAJO;0;2025-03-22;10.55
9683637;16;166;AII;17;16;0;3;SANO;BAJO;0;2024-11-17;31.99
9683645;16;166;AII;17;16;0;1;SANO;BAJO;0;;30.38
9683626;16;166;AII;17;16;0;1;SANO;BAJO;1;;62.82
9683644;16;166;AII;17;16;0;1;SANO;BAJO;0;;47.95
9683650;16;166;AII;17;16;0;3;SANO;BAJO;0;2025-10-05;10.0
9975648;16;166;QFA;17;16;3;10;SANO;BAJO;0;2025-04-25;43.21
9975690;16;166;QPY;17;16;3;11;SANO;BAJO;0;2025-11-02;20.97
9977046;16;166;FAN;17;16;5;26;SANO;BAJO;0;2025-08-11;68.89
9975980;16;166;URE;17;16;5;11;SANO;BAJO;0;2024-11-22;70.03
9976024;16;166;CAU;17;16;4;8;SANO;BAJO;0;2025-02-16;45.3
9976770;16;166;PCA;17;16;5;9;SANO;BAJO;0;2025-01-10;34.94
9975679;16;166;QPY;17;16;3;18;SANO;BAJO;0;2025-02-22;44.86
9975789;16;166;PHA;17;16;3;8;SANO;BAJO;0;2025-03-06;41.15
9976113;16;166;UPU;17;16;5;19;SANO;BAJO;0;2025-09-08;60.57
9976130;16;166;PAL;17;16;5;18;SANO;BAJO;0;2025-05-26;45.7
9975862;16;166;QIL;17;16;2;10;SANO;BAJO;0;2025-09-28;29.71
